Customer ID,Gender,Age,Married,City,Zip Code,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
3727-RJMEO,Male,34,Yes,Rohnert Park,94928.00,6,None,Yes,8.59,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.85,460.25,51.54,462.84,Churned,Competitor,Competitor had better devices
3737-GCSPV,Female,60,Yes,Millbrae,94030.00,11,None,Yes,26.88,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.20,1222.05,295.68,1517.73,Churned,Competitor,Competitor had better devices
3744-ZRRDZ,Male,25,No,Torrance,90501.00,21,Offer D,Yes,12.76,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,82.35,1852.85,267.96,2120.81,Churned,Dissatisfaction,Network reliability
3746-EUBYR,Male,63,Yes,Fallbrook,92028.00,1,Offer E,Yes,44.73,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.60,74.60,44.73,119.33,Churned,Competitor,Competitor made better offer
3750-CKVKH,Male,58,No,Clearlake Oaks,95423.00,2,None,Yes,11.75,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.75,116.65,23.50,140.15,Churned,Other,Don't know
3753-TSEMP,Female,21,Yes,San Diego,92139.00,15,None,Yes,12.27,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,88.15,1390.60,184.05,1574.65,Churned,Dissatisfaction,Product dissatisfaction
3754-DXMRT,Male,78,No,San Pablo,94806.00,2,None,Yes,43.66,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.15,92.65,87.32,179.97,Churned,Attitude,Attitude of support person
3755-JBMNH,Male,78,Yes,Huntington Beach,92648.00,16,None,Yes,45.90,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.80,1167.80,734.40,1902.20,Churned,Competitor,Competitor offered more data
3757-NJYBX,Male,77,Yes,Nipomo,93444.00,32,None,Yes,7.92,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,106.35,3520.75,253.44,3774.19,Churned,Other,Moved
3763-GCZHZ,Male,23,Yes,Hathaway Pines,95233.00,66,Offer A,Yes,20.07,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.05,6890.00,1324.62,8214.62,Churned,Competitor,Competitor offered more data
3765-JXVKY,Female,23,No,Paynes Creek,96075.00,1,Offer E,Yes,44.11,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.70,74.70,44.11,118.81,Churned,Competitor,Competitor offered more data
3768-NLUBH,Male,73,Yes,Torrance,90503.00,57,Offer B,Yes,42.10,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,100.60,5746.15,2399.70,8145.85,Churned,Dissatisfaction,Network reliability
3791-LGQCY,Female,68,Yes,Loomis,95650.00,56,None,Yes,33.81,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,100.65,5688.05,1893.36,7711.41,Churned,Attitude,Attitude of support person
3793-MMFUH,Female,73,No,Davis,95618.00,13,None,Yes,19.03,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,1290.00,247.39,1537.39,Churned,Competitor,Competitor made better offer
3799-ISUZQ,Male,49,Yes,California Hot Springs,93207.00,7,None,Yes,35.42,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.95,529.50,247.94,777.44,Churned,Dissatisfaction,Poor expertise of online support
3801-HMYNL,Male,44,Yes,Brooks,95606.00,1,None,Yes,32.35,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,89.15,89.15,32.35,121.50,Churned,Competitor,Competitor had better devices
3804-RVTGV,Male,55,Yes,Mountain View,94043.00,50,Offer B,Yes,42.21,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.85,5017.90,2110.50,7128.40,Churned,Price,Price too high
3811-VBYBZ,Male,61,No,Lytle Creek,92358.00,7,None,Yes,47.03,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.80,673.25,329.21,1012.46,Churned,Competitor,Competitor had better devices
3814-MLAXC,Female,58,No,Hayward,94545.00,31,None,Yes,16.63,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.85,2404.15,515.53,2919.68,Churned,Dissatisfaction,Lack of self-service on Website
3834-XUIFC,Male,23,No,Long Beach,90814.00,7,Offer E,Yes,18.83,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.20,602.55,131.81,734.36,Churned,Attitude,Attitude of support person
3838-OZURD,Male,28,Yes,Somes Bar,95568.00,66,Offer A,Yes,7.28,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.00,7133.25,480.48,7613.73,Churned,Competitor,Competitor had better devices
3842-IYKUE,Female,28,No,San Leandro,94579.00,35,Offer C,Yes,45.14,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Yes,No,Month-to-Month,No,Credit Card,85.30,2917.50,1579.90,4603.51,Churned,Competitor,Competitor offered more data
3858-VOBET,Male,48,No,San Diego,92117,23,None,Yes,28.8,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1710.45,662.4,2372.85,Churned,Competitor,Competitor made better offer
3859-CVCET,Female,47,No,Lindsay,93247.00,4,None,Yes,45.40,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,45.65,191.05,181.60,372.65,Churned,Competitor,Competitor had better devices
3863-IUBJR,Male,27,Yes,Oakland,94607.00,12,None,Yes,27.82,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,53.65,696.35,333.84,1030.19,Churned,Competitor,Competitor had better devices
3866-MDTUB,Female,64,No,Los Angeles,90017.00,2,None,Yes,26.93,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.75,146.90,53.86,200.76,Churned,Attitude,Attitude of support person
3870-MQAMG,Female,21,Yes,Camp Nelson,93208.00,54,Offer B,Yes,2.18,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,110.35,5893.15,117.72,6010.87,Churned,Competitor,Competitor had better devices
3871-IKPYH,Male,70,No,Camarillo,93010.00,1,None,Yes,16.19,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.10,69.10,16.19,85.29,Churned,Other,Moved
3874-EQOEP,Male,32,No,Long Beach,90804.00,7,Offer E,Yes,20.52,Yes,Yes,Cable,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,95.00,655.50,143.64,772.54,Churned,Competitor,Competitor had better devices
3877-JRJIP,Male,50,No,Hawthorne,90250.00,1,None,Yes,22.05,Yes,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.85,59.85,22.05,81.90,Churned,Attitude,Attitude of support person
3884-HCSWG,Female,51,No,Camptonville,95922.00,17,None,Yes,7.66,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.00,1144.50,130.22,1354.72,Churned,Attitude,Attitude of support person
3886-CERTZ,Female,57,Yes,Fullerton,92831,72,None,Yes,31.13,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.25,8109.8,2241.36,10351.16,Churned,Competitor,Competitor had better devices
3891-PUQOD,Female,40,No,Los Angeles,90063.00,1,None,Yes,13.58,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,59.20,59.20,13.58,72.78,Churned,Dissatisfaction,Service dissatisfaction
3902-FOIGH,Male,66,Yes,Doyle,96109.00,12,None,Yes,48.50,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1218.55,582.00,1800.55,Churned,Dissatisfaction,Product dissatisfaction
3908-BLSYF,Female,40,No,Los Altos,94024.00,6,None,Yes,25.93,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.90,497.55,155.58,653.13,Churned,Competitor,Competitor had better devices
3923-CSIHK,Female,69,Yes,Herald,95638.00,50,None,Yes,4.60,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,3444.85,230.00,3674.85,Churned,Dissatisfaction,Poor expertise of online support
3926-CUQZX,Male,27,No,Campo,91906.00,1,Offer E,Yes,11.06,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.10,45.10,11.06,56.16,Churned,Other,Don't know
3927-NLNRY,Male,48,Yes,Long Barn,95335.00,53,Offer B,Yes,15.77,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.25,4867.95,835.81,5703.76,Churned,Other,Moved
3932-CMDTD,Female,29,No,Foothill Ranch,92610.00,4,None,Yes,43.45,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.65,443.90,173.80,617.70,Churned,Dissatisfaction,Limited range of services
3934-HXCFZ,Male,33,Yes,Pinecrest,95364.00,23,Offer D,Yes,19.20,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,2186.40,441.60,2628.00,Churned,Dissatisfaction,Service dissatisfaction
3943-KDREE,Female,48,No,Los Angeles,90010.00,26,None,Yes,17.53,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1834.95,455.78,2290.73,Churned,Other,Don't know
3945-GFWQL,Female,33,No,San Jose,95113.00,12,None,Yes,5.16,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.55,480.60,61.92,524.31,Churned,Price,Extra data charges
3946-MHCZW,Male,50,No,Ontario,91761.00,1,Offer E,Yes,6.95,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.90,50.90,6.95,57.85,Churned,Attitude,Attitude of support person
3948-XHGNA,Male,35,No,San Diego,92117,24,None,Yes,14.39,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,1210.4,345.36,1555.76,Churned,Other,Don't know
3957-LXOLK,Female,75,No,Shingletown,96088.00,28,Offer C,Yes,9.67,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.15,3152.50,270.76,3423.26,Churned,Competitor,Competitor offered more data
3976-BWUCK,Female,63,Yes,San Diego,92130.00,30,None,Yes,7.01,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.10,2804.45,210.30,3014.75,Churned,Competitor,Competitor made better offer
3982-XWFZQ,Female,30,Yes,Denair,95316.00,42,Offer B,Yes,10.79,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.25,2203.65,453.18,2628.34,Churned,Competitor,Competitor offered more data
3988-RQIXO,Female,68,No,Corona Del Mar,92625.00,1,None,Yes,43.61,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.30,91.30,43.61,134.91,Churned,Attitude,Attitude of service provider
3990-QYKBE,Male,74,Yes,La Canada Flintridge,91011.00,37,None,Yes,49.37,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.50,3473.40,1826.69,5300.09,Churned,Competitor,Competitor had better devices
3992-YWPKO,Female,55,No,Atwater,95301.00,6,Offer E,Yes,20.36,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.90,669.45,122.16,791.61,Churned,Competitor,Competitor had better devices
3999-QGRJH,Male,80,No,Ballico,95303.00,8,None,Yes,14.89,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.70,560.85,119.12,679.97,Churned,Dissatisfaction,Product dissatisfaction
4009-ALQFH,Female,35,No,Groveland,95321.00,25,None,Yes,48.42,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.50,2369.05,1210.50,3560.05,Churned,Competitor,Competitor offered more data
4013-TLDHQ,Male,59,No,Berkeley,94704.00,19,Offer D,Yes,20.26,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.25,1490.95,384.94,1875.89,Churned,Competitor,Competitor had better devices
4013-UBXWQ,Female,33,No,Fallbrook,92028.00,7,Offer E,Yes,48.82,Yes,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,521.10,341.74,834.49,Churned,Competitor,Competitor made better offer
4021-RQSNY,Male,75,Yes,Moreno Valley,92555.00,29,None,Yes,25.78,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.50,3004.15,747.62,3754.22,Churned,Attitude,Attitude of service provider
4039-HEUNW,Male,77,Yes,Irvine,92620.00,36,None,Yes,16.61,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.50,3436.10,597.96,4034.06,Churned,Price,Lack of affordable download/upload speed
4074-SJFFA,Female,44,No,San Francisco,94122.00,1,None,Yes,13.01,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,54.75,54.75,13.01,67.76,Churned,Dissatisfaction,Network reliability
4077-CROMM,Female,51,Yes,Modesto,95350.00,31,None,Yes,3.73,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.20,3243.45,115.63,3342.07,Churned,Dissatisfaction,Product dissatisfaction
4078-SAYYN,Female,45,No,Burbank,91502,11,None,Yes,48.64,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.75,1129.75,535.04,1664.79,Churned,Price,Long distance charges
4080-OGPJL,Female,53,No,San Pedro,90731.00,8,Offer E,Yes,48.14,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,71.15,563.65,385.12,948.77,Churned,Other,Don't know
4086-YQSNZ,Female,74,Yes,Glencoe,95232.00,3,Offer E,Yes,3.29,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.40,224.05,9.87,233.92,Churned,Attitude,Attitude of service provider
4088-YLDSU,Male,21,Yes,Redwood City,94062.00,55,Offer B,Yes,10.61,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.15,5743.05,583.55,6326.60,Churned,Competitor,Competitor had better devices
4094-NSEDU,Female,79,No,Temecula,92592,21,None,Yes,21.15,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,1973.75,444.15,2417.9,Churned,Competitor,Competitor made better offer
4102-OQUPX,Male,67,Yes,Sheep Ranch,95250.00,1,None,Yes,17.36,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.40,74.40,17.36,121.76,Churned,Competitor,Competitor made better offer
4106-HADHQ,Male,42,Yes,Emigrant Gap,95715.00,39,None,Yes,35.70,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.00,3182.95,1392.30,4575.25,Churned,Other,Moved
4110-PFEUZ,Female,54,No,Daggett,92327.00,1,Offer E,Yes,29.78,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,69.55,69.55,29.78,99.33,Churned,Competitor,Competitor had better devices
4112-LUEIZ,Male,55,No,La Palma,90623.00,10,Offer D,Yes,12.78,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.50,863.10,127.80,990.90,Churned,Attitude,Attitude of support person
4116-TZAQJ,Female,23,No,Culver City,90230.00,9,None,Yes,13.86,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,74.25,639.65,124.74,764.39,Churned,Attitude,Attitude of support person
4124-MMETB,Male,52,No,Lockwood,93932.00,22,None,Yes,46.28,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,94.65,2104.55,1018.16,3162.71,Churned,Competitor,Competitor offered higher download speeds
4140-MUHUG,Female,73,No,Oak View,93022.00,3,None,Yes,18.38,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,220.95,55.14,276.09,Churned,Attitude,Attitude of service provider
4143-HHPMK,Male,46,No,Mission Hills,91345.00,52,None,Yes,48.13,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.35,4338.60,2502.76,6931.36,Churned,Attitude,Attitude of support person
4143-OOBWZ,Male,33,Yes,Fresno,93726.00,5,Offer E,Yes,25.11,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.30,416.30,125.55,541.85,Churned,Attitude,Attitude of service provider
4145-UQXUQ,Female,71,No,Berkeley,94710.00,8,Offer E,Yes,42.93,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.10,729.95,343.44,1073.39,Churned,Competitor,Competitor had better devices
4154-AQUGT,Male,76,Yes,San Diego,92130.00,13,Offer D,Yes,1.47,No,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.05,1169.35,19.11,1188.46,Churned,Competitor,Competitor made better offer
4174-LPGTI,Female,49,Yes,Beaumont,92223.00,41,None,Yes,32.02,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,66.50,2728.60,1312.82,4041.42,Churned,Other,Moved
4183-WCSEP,Male,46,No,Weaverville,96093.00,31,None,Yes,34.38,No,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.45,2435.15,1065.78,3540.93,Churned,Price,Long distance charges
4184-TJFAN,Female,68,Yes,Berkeley,94707.00,3,Offer E,Yes,25.77,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,88.30,273.75,77.31,351.06,Churned,Attitude,Attitude of support person
4187-CINZD,Female,73,No,Lakewood,90712.00,46,None,Yes,6.13,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,95.25,4424.20,281.98,4706.18,Churned,Competitor,Competitor had better devices
4190-MFLUW,Female,21,Yes,San Diego,92121.00,10,None,Yes,9.41,No,Yes,Cable,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,55.20,528.35,94.10,622.45,Churned,Competitor,Competitor made better offer
4192-GORJT,Male,43,Yes,Fremont,94555,5,None,Yes,39.36,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.45,498.1,196.8,694.9,Churned,Competitor,Competitor had better devices
4193-ORFCL,Female,80,No,North Hollywood,91606,1,Offer E,Yes,15.24,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.1,45.1,15.24,60.34,Churned,Competitor,Competitor had better devices
4201-JMNGR,Female,66,No,Lucerne Valley,92356.00,1,Offer E,Yes,26.22,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.80,55.80,26.22,82.02,Churned,Dissatisfaction,Service dissatisfaction
4208-UFFGW,Male,80,No,Byron,94514.00,2,Offer E,Yes,26.62,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.95,85.15,53.24,138.39,Churned,Other,Don't know
4210-QFJMF,Female,41,No,Fallbrook,92028,4,Offer E,Yes,36.91,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,317.25,147.64,464.89,Churned,Competitor,Competitor made better offer
4228-ZGYUW,Male,42,No,San Francisco,94108.00,4,Offer E,Yes,12.24,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.05,368.10,48.96,447.06,Churned,Competitor,Competitor offered more data
4229-CZMLL,Male,49,No,Salinas,93901.00,6,None,Yes,6.32,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.90,469.80,37.92,507.72,Churned,Dissatisfaction,Service dissatisfaction
4236-XPXAV,Female,45,Yes,Dunnigan,95937.00,5,None,Yes,9.23,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,99.15,465.05,46.15,511.20,Churned,Other,Moved
4237-RLAQD,Male,58,No,Callahan,96014.00,1,Offer E,Yes,44.75,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,45.85,44.75,90.60,Churned,Attitude,Attitude of support person
4248-HCETZ,Male,77,Yes,Sacramento,95814.00,30,Offer C,Yes,6.23,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.65,2365.15,186.90,2552.05,Churned,Attitude,Attitude of support person
4248-QPAVC,Female,80,Yes,San Diego,92130.00,17,Offer D,Yes,36.82,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,1463.45,625.94,2089.39,Churned,Competitor,Competitor made better offer
4250-FDVOU,Female,44,No,Woodland,95695.00,6,Offer E,Yes,17.18,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.25,389.10,103.08,492.18,Churned,Attitude,Attitude of support person
4250-ZBWLV,Male,24,No,Olema,94950.00,68,Offer A,Yes,21.74,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,108.45,7176.55,1478.32,8645.19,Churned,Competitor,Competitor offered higher download speeds
4274-OWWYO,Male,56,No,Walnut Grove,95690.00,1,None,Yes,4.80,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,74.35,4.80,79.15,Churned,Other,Deceased
4277-PVRAN,Female,34,No,Daly City,94014.00,8,None,Yes,36.39,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.10,679.30,291.12,970.42,Churned,Competitor,Competitor had better devices
4282-YMKNA,Female,55,No,Biola,93606.00,9,Offer E,Yes,16.48,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.75,706.60,148.32,854.92,Churned,Competitor,Competitor made better offer
4283-FUTGF,Male,67,No,El Sobrante,94803.00,19,None,Yes,16.78,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,1471.75,318.82,1790.57,Churned,Dissatisfaction,Network reliability
4285-GYRQC,Female,63,Yes,Newport Beach,92662.00,7,Offer E,Yes,44.66,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.25,587.10,312.62,899.72,Churned,Attitude,Attitude of support person
4289-DTDKW,Male,54,Yes,Madera,93637.00,40,Offer B,Yes,22.56,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.30,4113.10,902.40,5015.50,Churned,Competitor,Competitor had better devices
4290-BSXUX,Male,33,Yes,Fields Landing,95537.00,3,None,Yes,43.27,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.65,251.75,129.81,381.56,Churned,Competitor,Competitor offered more data
4307-KTUMW,Male,27,Yes,Santa Barbara,93108.00,53,Offer B,Yes,31.24,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.90,5029.20,1655.72,6684.92,Churned,Attitude,Attitude of service provider
4315-MURBD,Female,64,No,San Bruno,94066.00,12,None,Yes,34.92,No,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.90,1120.95,419.04,1539.99,Churned,Price,Price too high
4317-VTEOA,Male,61,No,Rowland Heights,91748.00,1,Offer E,Yes,43.03,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.75,50.75,43.03,93.78,Churned,Competitor,Competitor had better devices
4322-RCYMT,Male,63,Yes,San Diego,92122.00,68,Offer A,Yes,29.18,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,75.80,5293.95,1984.24,7368.19,Churned,Competitor,Competitor made better offer
4325-NFSKC,Male,68,No,Pacific Palisades,90272,19,Offer D,Yes,28.12,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,1660,534.28,2194.28,Churned,Price,Extra data charges
